merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
Daihatsu,Xenia,2015,Manual,Bensin,184293.0,Hitam,Semarang,47000000
Toyota,Innova,2009,Manual,Bensin,97445.0,Merah,Medan,44900000
Toyota,Agya,2009,Manual,Bensin,320174.0,Abu-abu,Jakarta,13200000
Mitsubishi,Xpander,2020,Automatic,Bensin,79095.0,Putih,Medan,139300000
Mercedes-Benz,GLA,2019,Automatic,Bensin,48226.0,Putih,Makassar,445700000
Suzuki,Baleno,2010,Manual,Bensin,288782.0,Hitam,Semarang,23500000
Toyota,Fortuner,2019,Manual,Diesel,70514.0,Silver,Makassar,260300000
Honda,BR-V,2015,Automatic,Bensin,113893.0,Biru,Makassar,75600000
Suzuki,Ertiga,2014,Manual,Diesel,49208.0,Abu-abu,Bandung,49500000
Honda,HR-V,2017,Automatic,Bensin,133580.0,Merah,Bali,122000000
Mercedes-Benz,E-Class,2011,Automatic,Bensin,185266.0,Abu-abu,Bali,201900000
Suzuki,Ignis,2010,Manual,Bensin,200222.0,Putih,Makassar,19200000
Toyota,Agya,2021,Manual,Bensin,8599.0,Putih,Yogyakarta,94400000
Suzuki,Baleno,2013,Manual,Bensin,192480.0,Putih,Makassar,41000000
Toyota,Calya,2020,Automatic,Bensin,48914.0,Silver,Semarang,98400000
Toyota,Rush,2021,Manual,Bensin,,,Makassar,149600000
Toyota,Yaris,2010,Manual,Bensin,306071.0,Biru,Yogyakarta,24800000
Toyota,Calya,2008,Automatic,Bensin,148594.0,Hitam,Semarang,17000000
Honda,Brio,2019,Manual,Bensin,94207.0,Merah,Jakarta,79000000
Honda,CR-V,2010,Automatic,Bensin,229574.0,Abu-abu,Jakarta,68900000
Daihatsu,Terios,2019,Manual,Bensin,68917.0,Abu-abu,Bandung,107600000
BMW,Seri 3,2009,Automatic,Bensin,238933.0,Biru,Semarang,93400000
Mercedes-Benz,GLA,2008,Manual,Diesel,299271.0,Putih,Surabaya,67300000
Toyota,Fortuner,2014,Manual,Bensin,115977.0,Silver,Bandung,112300000
Honda,CR-V,2008,Automatic,Bensin,313865.0,Hitam,Yogyakarta,39800000
Nissan,Livina,2009,Manual,Bensin,241814.0,Abu-abu,Bali,23800000
Honda,BR-V,2016,MT,Bensin,115964.0,Biru,Makassar,72800000
Mitsubishi,Pajero Sport,2019,Automatic,Diesel,92037.0,Biru,Makassar,285900000
Honda,City,2019,Automatic,Bensin,62942.0,Putih,Makassar,168100000
Honda,Jazz,2008,Manual,Bensin,252271.0,Hitam,Semarang,23500000
Toyota,Rush,2011,Automatic,Bensin,237446.0,Putih,Semarang,36300000
Daihatsu,Gran Max,2011,Manual,Bensin,132158.0,Hitam,Bandung,24100000
Toyota,Fortuner,2022,Automatic,Bensin,35246.0,Biru,Medan,382400000
Toyota,Rush,2017,Automatic,Bensin,106001.0,Hitam,Yogyakarta,93300000
Toyota,Avanza,2021,Automatic,Bensin,14881.0,Abu-abu,Bali,159500000
Honda,City,2008,Automatic,Diesel,246539.0,Hitam,Bali,32900000
Honda,Brio,2015,,,,,Bandung,40100000
Daihatsu,Terios,2023,Automatic,Bensin,21404.0,Biru,Jakarta,196100000
Toyota,Avanza,2015,Automatic,Bensin,74389.0,Biru,Jakarta,71400000
Honda,BR-V,2008,Automatic,Diesel,199571.0,Merah,Medan,29000000
Honda,Mobilio,2013,Manual,Bensin,175956.0,Abu-abu,Bali,42800000
Honda,Jazz,2009,Manual,Bensin,139088.0,Merah,Jakarta,31700000
Toyota,Avanza,2008,Manual,Bensin,281679.0,Merah,Medan,18600000
Daihatsu,Gran Max,2018,Manual,Bensin,113832.0,Merah,Yogyakarta,68600000
Toyota,Calya,2015,Manual,Bensin,202312.0,Hitam,Surabaya,38600000
Toyota,Rush,2022,Manual,Bensin,48377.0,Putih,Bandung,174000000
Nissan,Livina,2023,Automatic,Bensin,37796.0,Putih,Medan,201900000
Toyota,Yaris,2022,Manual,Bensin,17521.0,Putih,Semarang,165600000
Toyota,Agya,2023,Manual,Bensin,31697.0,Abu-abu,Yogyakarta,117800000
Honda,City,2022,Automatic,Bensin,25025.0,Silver,Surabaya,254200000
Suzuki,Carry,2022,Automatic,Bensin,20621.0,Merah,Medan,112900000
Honda,BR-V,2020,Automatic,Bensin,48227.0,Putih,Surabaya,158700000
Suzuki,Ertiga,2020,Manual,Bensin,71176.0,Putih,Jakarta,128700000
Toyota,Fortuner,2011,Automatic,Diesel,207708.0,Abu-abu,Bandung,77300000
Toyota,Yaris,2008,Manual,Bensin,278239.0,Abu-abu,Yogyakarta,19600000
Toyota,Rush,2017,Manual,Bensin,65384.0,Putih,Medan,88700000
Honda,City,2012,Manual,Bensin,106473.0,Abu-abu,Medan,55700000
Toyota,Yaris,2014,Automatic,Bensin,167215.0,Merah,Yogyakarta,59800000
Mercedes-Benz,E-Class,2011,Automatic,Bensin,244798.0,Biru,Makassar,168900000
Mitsubishi,Xpander,2018,Automatic,Bensin,87781.0,Merah,Yogyakarta,110200000
Suzuki,Carry,2023,Manual,Bensin,60096.0,Putih,Medan,113300000
Honda,HR-V,2013,Manual,Bensin,187087.0,Putih,Jakarta,63900000
BMW,X5,2012,Automatic,Bensin,220395.0,Biru,Makassar,249600000
Mercedes-Benz,C-Class,2010,Automatic,Bensin,154370.0,Silver,Bali,133200000
Toyota,Fortuner,2014,Manual,Diesel,150466.0,Silver,Jakarta,125000000
Honda,City,2023,Manual,Bensin,20509.0,Putih,Medan,272200000
Daihatsu,Sigra,2013,Manual,Bensin,,,Surabaya,33300000
Honda,HR-V,2010,Manual,Bensin,288880.0,Merah,Makassar,37800000
Daihatsu,Terios,2019,Matic,Bensin,103562.0,Abu-abu,Semarang,114200000
Mitsubishi,Xpander,2017,Automatic,Bensin,115719.0,Abu-abu,Bali,95100000
Daihatsu,Sigra,2022,Manual,Bensin,55339.0,,Surabaya,107200000
Mercedes-Benz,C-Class,2008,Automatic,Diesel,189056.0,Biru,Makassar,105800000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,221693.0,Silver,Surabaya,155000000
Mercedes-Benz,C-Class,2023,Automatic,Bensin,26509.0,Silver,Yogyakarta,741300000
Honda,Mobilio,2013,Matic,Bensin,168347.0,Biru,Bali,42700000
Daihatsu,Xenia,2021,Automatic,Bensin,72442.0,Silver,Bandung,126200000
Honda,Mobilio,2009,Manual,Bensin,176139.0,Biru,Surabaya,26900000
Daihatsu,Xenia,2011,Manual,Bensin,136433.0,Putih,Surabaya,35600000
BMW,Seri 3,2014,Manual,Bensin,122252.0,Biru,Semarang,201200000
BMW,Seri 5,2008,Automatic,Bensin,233565.0,Abu-abu,Surabaya,125400000
Honda,BR-V,2016,Automatic,Bensin,55860.0,Biru,Medan,87200000
Toyota,Agya,2016,Manual,Bensin,122836.0,Silver,Bandung,39900000
Toyota,Calya,2010,Manual,Bensin,217436.0,Biru,Bali,20200000
Honda,CR-V,2008,Automatic,Bensin,361855.0,Putih,Semarang,37800000
Honda,HR-V,2021,Manual,,,,Makassar,214000000
Suzuki,Ignis,2020,Manual,,,,Jakarta,97500000
Mitsubishi,Xpander,2009,Manual,Bensin,313815.0,Biru,Makassar,26300000
Daihatsu,Ayla,2008,Automatic,Bensin,292292.0,Silver,Jakarta,13400000
Toyota,Yaris,2021,Manual,Bensin,66097.0,Merah,Bali,150900000
Mitsubishi,Pajero Sport,2008,Automatic,Bensin,199862.0,Putih,Medan,54900000
Mitsubishi,Triton,2009,Manual,Bensin,170344.0,Putih,Surabaya,45200000
Toyota,Agya,2009,Automatic,Bensin,203153.0,Silver,Makassar,17100000
Suzuki,XL7,2019,Automatic,Bensin,98043.0,Merah,Makassar,149000000
Toyota,Calya,2010,MT,Bensin,266037.0,Merah,Bandung,17600000
Toyota,Avanza,2020,Automatic,Bensin,41404.0,Putih,Bali,117500000
Toyota,Rush,2016,Automatic,Bensin,97797.0,Silver,Makassar,86500000
BMW,X5,2009,Manual,Bensin,175342.0,Putih,Bandung,155100000
Mitsubishi,Pajero Sport,2015,Automatic,Bensin,178105.0,Biru,Surabaya,154200000
Mercedes-Benz,C-Class,2008,Automatic,Bensin,266884.0,Biru,Semarang,82600000
Daihatsu,Terios,2023,Automatic,Bensin,23716.0,Biru,Bandung,183200000
Honda,Jazz,2020,Automatic,Bensin,83874.0,Hitam,Jakarta,146900000
Suzuki,XL7,2012,Manual,Bensin,163853.0,Abu-abu,Medan,42200000
Honda,Jazz,2012,Manual,Bensin,205529.0,Hitam,Makassar,39700000
BMW,Seri 5,2023,Automatic,Bensin,37143.0,Hitam,Bali,955500000
BMW,Seri 5,2014,Automatic,,,,Yogyakarta,287600000
Toyota,Calya,2018,Automatic,Bensin,120317.0,Abu-abu,Medan,64100000
Toyota,Fortuner,2011,Manual,Bensin,164901.0,Abu-abu,Yogyakarta,80100000
Suzuki,Baleno,2023,Manual,Bensin,46716.0,Silver,Yogyakarta,187100000
Daihatsu,Sigra,2015,,,,,Medan,39900000
Honda,CR-V,2016,Automatic,Bensin,96415.0,Abu-abu,Jakarta,163400000
Suzuki,Carry,2015,Manual,Bensin,139077.0,Merah,Yogyakarta,41300000
Mitsubishi,Pajero Sport,2008,Automatic,Diesel,234530.0,Merah,Bali,54600000
Toyota,Fortuner,2009,Manual,Diesel,245524.0,Merah,Jakarta,60600000
Toyota,Yaris,2018,Automatic,Bensin,98452.0,Hitam,Yogyakarta,101500000
BMW,Seri 3,2021,Automatic,Bensin,95025.0,Hitam,Makassar,516300000
Toyota,Yaris,2008,Manual,Bensin,144747.0,Hitam,Makassar,25800000
Toyota,Agya,2020,Manual,Bensin,43072.0,Abu-abu,Surabaya,82800000
Suzuki,Ignis,2011,Manual,Bensin,243360.0,Merah,Bali,23100000
Daihatsu,Xenia,2013,Automatic,Diesel,182030.0,Abu-abu,Surabaya,44400000
Nissan,Livina,2010,Manual,Bensin,223494.0,Silver,Semarang,28000000
Mercedes-Benz,E-Class,2023,Automatic,Bensin,26244.0,Silver,Bandung,1095600000
Honda,Brio,2011,MT,Diesel,116664.0,Hitam,Bandung,26300000
Honda,CR-V,2016,Automatic,Bensin,162782.0,Silver,Surabaya,141600000
Toyota,Fortuner,2014,,,,,Jakarta,132400000
BMW,Seri 5,2021,Manual,Bensin,48403.0,Hitam,Bali,648300000
Daihatsu,Gran Max,2017,Manual,Bensin,114229.0,Biru,Jakarta,59500000
Nissan,Grand Livina,2019,Automatic,Bensin,126212.0,Putih,Surabaya,95000000
Suzuki,Carry,2011,MT,Bensin,116621.0,Silver,Yogyakarta,23500000
Nissan,Grand Livina,2012,Manual,Bensin,209663.0,Hitam,Jakarta,28800000
Daihatsu,Terios,2020,Manual,Bensin,90232.0,Putih,Yogyakarta,124200000
Toyota,Innova,2008,Automatic,Bensin,318799.0,Merah,Jakarta,37400000
Daihatsu,Xenia,2017,Manual,Bensin,105532.0,Silver,Jakarta,77800000
Mitsubishi,Xpander,2015,Automatic,Bensin,132359.0,Biru,Makassar,79500000
Toyota,Calya,2014,Manual,Diesel,199704.0,Putih,Medan,38000000
Toyota,Rush,2014,Automatic,Bensin,103951.0,Hitam,Bandung,70400000
Nissan,Grand Livina,2017,Manual,Bensin,134551.0,Abu-abu,Makassar,61700000
Honda,Jazz,2012,Manual,Bensin,221210.0,Putih,Surabaya,39600000
Daihatsu,Terios,2023,Matic,Bensin,33751.0,Putih,Jakarta,197500000
Toyota,Yaris,2017,Automatic,Bensin,89711.0,Biru,Medan,91600000
Daihatsu,Ayla,2014,Manual,Bensin,138405.0,Abu-abu,Bandung,27500000
BMW,Seri 5,2020,Automatic,Bensin,69777.0,Biru,Jakarta,673600000
Toyota,Calya,2018,Automatic,Bensin,150856.0,Merah,Semarang,59200000
Mitsubishi,Pajero Sport,2015,Manual,Diesel,182401.0,Merah,Surabaya,131000000
Toyota,Calya,2016,Manual,Bensin,102998.0,Merah,Jakarta,51400000
Suzuki,Baleno,2020,Manual,Diesel,56893.0,Abu-abu,Bandung,138600000
Honda,CR-V,2015,Automatic,Diesel,95882.0,Abu-abu,Makassar,143000000
Toyota,Calya,2013,Manual,Bensin,221906.0,Silver,Medan,27800000
Daihatsu,Xenia,2019,Automatic,Bensin,85909.0,Merah,Semarang,84800000
Mitsubishi,Xpander,2019,Manual,Bensin,80653.0,Putih,Bali,126800000
Honda,Mobilio,2014,Manual,Bensin,127033.0,Merah,Bandung,49400000
Daihatsu,Ayla,2021,Manual,Bensin,72385.0,Silver,Bali,71000000
Toyota,Rush,2014,Manual,Bensin,122241.0,Abu-abu,Semarang,62400000
Daihatsu,Gran Max,2023,Manual,Bensin,18286.0,Biru,Medan,111900000
Mitsubishi,Pajero Sport,2021,MT,Diesel,63049.0,Biru,Bandung,372900000
Mitsubishi,Pajero Sport,2011,Automatic,Bensin,164329.0,Putih,Yogyakarta,80200000
BMW,Seri 5,2014,Automatic,Bensin,160694.0,Abu-abu,Bali,228400000
Daihatsu,Gran Max,2023,Automatic,Bensin,27440.0,Putih,Surabaya,129300000
Suzuki,Carry,2022,Manual,Bensin,49111.0,Merah,Surabaya,103900000
Toyota,Innova,2014,Automatic,Bensin,75983.0,Abu-abu,Medan,88000000
Toyota,Rush,2016,Manual,Bensin,66502.0,Hitam,Yogyakarta,73000000
Suzuki,XL7,2012,Manual,,,,Surabaya,50700000
Toyota,Calya,2016,Automatic,Bensin,170568.0,Biru,Bandung,57900000
Daihatsu,Terios,2018,Automatic,Bensin,130681.0,Merah,Medan,90700000
Toyota,Yaris,2021,Manual,Bensin,56319.0,Silver,Medan,139400000
Honda,Mobilio,2018,Manual,Diesel,139433.0,Silver,Bali,77600000
Daihatsu,Terios,2010,Automatic,Bensin,138454.0,Merah,Jakarta,34600000
Toyota,Yaris,2020,Manual,Bensin,117208.0,Putih,Yogyakarta,133500000
Mercedes-Benz,C-Class,2010,,,,,Yogyakarta,147400000
Suzuki,XL7,2013,Automatic,Bensin,122924.0,Hitam,Yogyakarta,62400000
Toyota,Innova,2010,Manual,Bensin,203496.0,Hitam,Medan,49800000
Honda,HR-V,2008,Automatic,Bensin,222134.0,Abu-abu,Yogyakarta,32800000
Honda,Brio,2014,Manual,Diesel,157328.0,Silver,Jakarta,37800000
Daihatsu,Xenia,2016,,,,,Surabaya,51700000
Toyota,Yaris,2015,Automatic,Bensin,155578.0,Abu-abu,Jakarta,68100000
Toyota,Calya,2023,Manual,Bensin,28653.0,Silver,Semarang,133600000
Honda,Mobilio,2021,Manual,Bensin,56567.0,Abu-abu,Bali,125200000
Toyota,Yaris,2015,Manual,Bensin,149393.0,Abu-abu,Semarang,56400000
Daihatsu,Ayla,2023,Manual,Bensin,19186.0,Silver,Semarang,105000000
Honda,BR-V,2022,Automatic,Bensin,29952.0,Abu-abu,Bandung,191400000
Daihatsu,Gran Max,2016,Manual,Bensin,128527.0,Merah,Medan,50100000
Toyota,Rush,2021,Manual,Bensin,20526.0,Abu-abu,Yogyakarta,152100000
Honda,BR-V,2010,Manual,Bensin,176922.0,Biru,Makassar,30900000
Honda,Jazz,2009,Manual,Bensin,188542.0,Biru,Bandung,28000000
Toyota,Fortuner,2021,Automatic,Diesel,64892.0,Hitam,Semarang,411000000
Suzuki,Baleno,2018,MT,Diesel,103283.0,Silver,Semarang,100300000
Honda,Brio,2020,Manual,Bensin,90905.0,Hitam,Semarang,80000000
Nissan,Livina,2014,Manual,Bensin,204639.0,Silver,Jakarta,51100000
Honda,HR-V,2018,Manual,Bensin,73074.0,Biru,Yogyakarta,151900000
Toyota,Calya,2022,Manual,Diesel,48409.0,Biru,Surabaya,122200000
Daihatsu,Terios,2013,Automatic,Bensin,112687.0,Silver,Makassar,51400000
Mitsubishi,Pajero Sport,2020,Automatic,Diesel,62577.0,Biru,Surabaya,373000000
Daihatsu,Xenia,2012,MT,Bensin,78111.0,Hitam,Bandung,41400000
Mitsubishi,Xpander,2021,Automatic,Bensin,61279.0,Silver,Bandung,178100000
Nissan,X-Trail,2020,Automatic,Diesel,34149.0,Silver,Yogyakarta,245700000
Suzuki,Carry,2015,Manual,Bensin,93809.0,Merah,Jakarta,50100000
Daihatsu,Terios,2022,,,,,Yogyakarta,174500000
Daihatsu,Ayla,2008,Manual,Bensin,197793.0,Merah,Surabaya,13500000
Toyota,Agya,2023,Manual,Bensin,12244.0,Hitam,Medan,122000000
Toyota,Avanza,2021,Manual,Bensin,34087.0,Abu-abu,Bali,125800000
Honda,CR-V,2008,Automatic,Bensin,293721.0,Abu-abu,Makassar,42600000
Nissan,Grand Livina,2022,Manual,Bensin,19189.0,Hitam,Medan,152600000
Daihatsu,Gran Max,2020,Manual,Bensin,11739.0,Abu-abu,Jakarta,87200000
Mitsubishi,Pajero Sport,2011,Automatic,Diesel,271861.0,Merah,Yogyakarta,80200000
Honda,Brio,2014,MT,Bensin,113722.0,Putih,Bali,39500000
Nissan,Grand Livina,2010,Manual,Bensin,217645.0,Silver,Bandung,21900000
Suzuki,Ertiga,2019,Manual,Bensin,75510.0,Abu-abu,Medan,94300000
Honda,HR-V,2018,Manual,Bensin,98559.0,Putih,Bali,147300000
Nissan,X-Trail,2009,Automatic,Bensin,202945.0,Hitam,Medan,48500000
Suzuki,XL7,2009,Automatic,Bensin,106663.0,Hitam,Medan,32000000
Honda,CR-V,2013,Automatic,Bensin,77407.0,Merah,Medan,94400000
Daihatsu,Sigra,2013,Manual,Diesel,224130.0,Silver,Semarang,23100000
Daihatsu,Terios,2022,MT,Bensin,46344.0,Abu-abu,Medan,161000000
Nissan,X-Trail,2010,Manual,Diesel,181818.0,Putih,Bandung,52800000
Daihatsu,Gran Max,2022,Matic,Bensin,,,Semarang,108400000
Toyota,Fortuner,2016,Manual,Bensin,125686.0,Biru,Makassar,169100000
BMW,Seri 3,2011,Automatic,Bensin,244191.0,Abu-abu,Makassar,124900000
Honda,BR-V,2022,Automatic,Bensin,21697.0,Merah,Semarang,201800000
Toyota,Fortuner,2012,Manual,Diesel,136481.0,Abu-abu,Jakarta,99700000
Daihatsu,Sigra,2017,Manual,Bensin,93134.0,Hitam,Semarang,49300000
Toyota,Fortuner,2023,Automatic,Diesel,20475.0,Merah,Surabaya,443000000
Toyota,Agya,2009,Manual,Bensin,263906.0,Silver,Makassar,15900000
Suzuki,Ignis,2011,Manual,Bensin,203235.0,Silver,Semarang,24200000
Daihatsu,Ayla,2022,Manual,Diesel,40738.0,Biru,Semarang,90600000
Mercedes-Benz,GLA,2015,Automatic,Bensin,77318.0,Biru,Medan,218100000
Daihatsu,Xenia,2017,Manual,Bensin,,,Bali,69300000
Toyota,Avanza,2023,Manual,Bensin,40137.0,Abu-abu,Semarang,170800000
Honda,CR-V,2020,Automatic,Bensin,29207.0,Silver,Surabaya,263100000
Daihatsu,Terios,2013,Automatic,Bensin,169243.0,Abu-abu,Medan,49000000
Honda,Brio,2017,Manual,Bensin,79137.0,Merah,Jakarta,54900000
Toyota,Innova,2009,Manual,Bensin,311874.0,Hitam,Surabaya,39200000
Honda,Jazz,2021,Manual,Diesel,20391.0,Silver,Yogyakarta,164100000
Toyota,Calya,2018,MT,Bensin,107995.0,Putih,Yogyakarta,63800000
Toyota,Agya,2016,MT,Bensin,141121.0,Hitam,Surabaya,42400000
Honda,CR-V,2023,Manual,Bensin,44974.0,Biru,Surabaya,378900000
Suzuki,Carry,2022,Manual,Diesel,47076.0,Putih,Makassar,102000000
Toyota,Yaris,2012,Manual,Bensin,100026.0,Hitam,Makassar,45300000
Toyota,Innova,2015,Automatic,Bensin,97555.0,Putih,Surabaya,118400000
Toyota,Yaris,2022,Manual,Bensin,28722.0,Hitam,Semarang,169400000
BMW,X5,2020,Automatic,Bensin,84066.0,Abu-abu,Semarang,756200000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,238184.0,Abu-abu,Jakarta,159900000
Daihatsu,Terios,2011,Manual,Bensin,149852.0,Abu-abu,Jakarta,41100000
Toyota,Yaris,2008,Manual,Bensin,,,Bandung,20700000
BMW,X5,2017,Automatic,Bensin,93122.0,Silver,Medan,565300000
BMW,X5,2008,Manual,Bensin,188912.0,Putih,Surabaya,162700000
Toyota,Rush,2012,Automatic,Bensin,94397.0,Biru,Bali,41600000
Honda,CR-V,2013,Manual,Bensin,290965.0,Biru,Jakarta,78400000
Suzuki,XL7,2016,Manual,Bensin,171571.0,Biru,Yogyakarta,81800000
Toyota,Avanza,2011,Manual,Bensin,246569.0,Putih,Makassar,28300000
Honda,Mobilio,2015,Manual,Diesel,80079.0,Hitam,Bali,51700000
BMW,X5,2015,Automatic,Diesel,143355.0,Hitam,Semarang,466000000
Toyota,Yaris,2009,Manual,Bensin,203696.0,Putih,Makassar,26000000
Toyota,Avanza,2011,Manual,Bensin,182645.0,Biru,Surabaya,31300000
Toyota,Agya,2015,Automatic,Bensin,183464.0,Hitam,Surabaya,37000000
Mercedes-Benz,C-Class,2018,Automatic,Bensin,126963.0,Merah,Semarang,349100000
Toyota,Calya,2018,Manual,Bensin,126023.0,Putih,Yogyakarta,70100000
Toyota,Fortuner,2014,Automatic,Diesel,229236.0,Silver,Jakarta,121300000
Honda,Brio,2023,Manual,Bensin,26339.0,Merah,Surabaya,141700000
Nissan,X-Trail,2008,Manual,Bensin,49650.0,,Yogyakarta,48100000
Daihatsu,Terios,2013,Manual,Bensin,76416.0,Silver,Surabaya,52200000
Suzuki,Ertiga,2019,Manual,Bensin,63356.0,Abu-abu,Bandung,95200000
Honda,CR-V,2009,Automatic,Bensin,263585.0,Abu-abu,Semarang,49200000
Suzuki,Carry,2016,Manual,Bensin,107820.0,Merah,Semarang,47100000
Mercedes-Benz,GLA,2014,Automatic,Bensin,112798.0,Merah,Bandung,198800000
Daihatsu,Ayla,2014,MT,Bensin,121442.0,Biru,Jakarta,27800000
Honda,CR-V,2016,Automatic,Bensin,169720.0,Merah,Bandung,142800000
Suzuki,Carry,2011,MT,Bensin,224381.0,Hitam,Bandung,19800000
Honda,Brio,2010,Manual,Bensin,242584.0,Hitam,Bandung,19200000
Suzuki,Ignis,2018,Manual,Bensin,97118.0,Silver,Bali,76100000
Daihatsu,Sigra,2018,Manual,Bensin,91881.0,Merah,Medan,54200000
Honda,Brio,2019,Manual,Bensin,89266.0,Putih,Makassar,79100000
Toyota,Innova,2020,Manual,Bensin,39536.0,Putih,Yogyakarta,195100000
Honda,CR-V,2022,Automatic,Bensin,12802.0,Hitam,Semarang,352800000
Daihatsu,Gran Max,2010,Manual,Bensin,213851.0,Merah,Medan,19100000
Toyota,Fortuner,2021,Manual,Diesel,33475.0,Hitam,Jakarta,303600000
Suzuki,Ignis,2012,Automatic,Bensin,189212.0,Putih,Makassar,33700000
Toyota,Yaris,2015,Manual,Bensin,163994.0,Abu-abu,Makassar,59400000
Honda,HR-V,2008,Manual,Bensin,305554.0,Biru,Semarang,26500000
Daihatsu,Xenia,2009,Manual,Bensin,210700.0,Abu-abu,Yogyakarta,23500000
Mercedes-Benz,C-Class,2008,Automatic,Bensin,135547.0,Hitam,Medan,108000000
Suzuki,Carry,2021,Manual,,,,Yogyakarta,93900000
Toyota,Agya,2010,Manual,Bensin,169172.0,Putih,Medan,21600000
Daihatsu,Ayla,2014,Manual,Bensin,194090.0,Merah,Jakarta,27600000
Toyota,Avanza,2014,Automatic,Bensin,159148.0,Merah,Semarang,53400000
Honda,BR-V,2023,Manual,Bensin,29082.0,Abu-abu,Surabaya,192300000
Toyota,Yaris,2018,Automatic,Bensin,118366.0,Putih,Jakarta,100800000
Honda,Jazz,2014,Manual,Bensin,177347.0,Merah,Yogyakarta,52900000
Mercedes-Benz,C-Class,2014,Automatic,Bensin,174820.0,Putih,Semarang,202200000
Toyota,Avanza,2023,Manual,Bensin,44830.0,,Medan,180600000
Toyota,Agya,2008,Manual,Bensin,335307.0,Silver,Surabaya,12700000
Honda,City,2008,Manual,Bensin,192528.0,Putih,Bandung,32400000
Suzuki,XL7,2021,Automatic,Bensin,55274.0,Merah,Medan,166600000
Honda,HR-V,2013,Manual,Bensin,168332.0,Hitam,Jakarta,66800000
Mitsubishi,Pajero Sport,2022,MT,Bensin,21440.0,Abu-abu,Makassar,453600000
Daihatsu,Terios,2016,Automatic,Bensin,85565.0,Hitam,Makassar,68700000
Honda,City,2017,Manual,Bensin,100277.0,Hitam,Makassar,104500000
Nissan,X-Trail,2020,Manual,Bensin,95892.0,Abu-abu,Surabaya,251900000
Honda,Brio,2013,Manual,Bensin,190780.0,Biru,Yogyakarta,28000000
Honda,Jazz,2020,Manual,Bensin,102001.0,Merah,Semarang,133800000
Nissan,Grand Livina,2009,Automatic,Bensin,122088.0,Biru,Yogyakarta,24400000
Nissan,Grand Livina,2018,Manual,Bensin,64642.0,Silver,Yogyakarta,80900000
Suzuki,Ignis,2018,Automatic,Diesel,170006.0,Biru,Makassar,64600000
Nissan,Grand Livina,2009,Manual,Bensin,162185.0,Abu-abu,Yogyakarta,19400000
Daihatsu,Terios,2010,Manual,Bensin,240407.0,Hitam,Semarang,28300000
Suzuki,Ertiga,2008,Manual,Bensin,308826.0,Merah,Makassar,18900000
Daihatsu,Sigra,2011,Automatic,Bensin,116418.0,Biru,Jakarta,27600000
Toyota,Agya,2017,Manual,Bensin,43212.0,Abu-abu,Bali,51900000
Honda,HR-V,2023,Manual,Bensin,28039.0,Biru,Bali,255200000
Daihatsu,Xenia,2023,Automatic,Bensin,35429.0,Abu-abu,Jakarta,168900000
Suzuki,XL7,2019,Manual,Bensin,95289.0,Hitam,Medan,126800000
Honda,Jazz,2020,MT,Bensin,57227.0,Biru,Makassar,142300000
Daihatsu,Gran Max,2011,Automatic,Bensin,129227.0,Merah,Bandung,25900000
Toyota,Avanza,2020,Manual,Bensin,31597.0,Putih,Semarang,118200000
Toyota,Yaris,2014,Manual,Bensin,155891.0,Biru,Surabaya,54200000
Toyota,Rush,2016,Matic,Diesel,106695.0,Merah,Bandung,77100000
Suzuki,Baleno,2014,Manual,Bensin,151715.0,,Yogyakarta,42500000
Mercedes-Benz,E-Class,2021,Automatic,Bensin,42823.0,Abu-abu,Yogyakarta,933500000
Daihatsu,Sigra,2017,Manual,Bensin,88043.0,Abu-abu,Jakarta,50900000
Mitsubishi,Xpander,2010,Automatic,Bensin,142145.0,Hitam,Makassar,37500000
Toyota,Fortuner,2014,Matic,Bensin,96031.0,Abu-abu,Makassar,131000000
Toyota,Avanza,2014,Automatic,Bensin,127839.0,Biru,Bali,47700000
Daihatsu,Xenia,2011,Automatic,Bensin,189223.0,Silver,Makassar,28500000
Suzuki,Carry,2022,Matic,Bensin,34649.0,Hitam,Makassar,116400000
Nissan,X-Trail,2012,Automatic,Diesel,216124.0,Abu-abu,Bali,73600000
Nissan,Grand Livina,2013,Automatic,Bensin,121210.0,Merah,Makassar,46000000
Mitsubishi,Pajero Sport,2022,Automatic,Bensin,34849.0,Merah,Semarang,396700000
Mercedes-Benz,C-Class,2010,Automatic,Bensin,107884.0,Hitam,Semarang,129900000
Mitsubishi,Triton,2012,Manual,Diesel,130363.0,Putih,Medan,69600000
Mercedes-Benz,C-Class,2013,Automatic,Bensin,221036.0,Silver,Jakarta,145900000
Suzuki,Ertiga,2023,Manual,Bensin,26236.0,Abu-abu,Surabaya,183800000
Honda,HR-V,2011,Automatic,Bensin,327584.0,Silver,Bandung,45300000
Mitsubishi,Triton,2016,Manual,Bensin,144568.0,Biru,Makassar,118500000
Daihatsu,Terios,2015,Manual,Bensin,71335.0,Biru,Yogyakarta,62000000
BMW,X5,2022,Automatic,Bensin,57431.0,Silver,Makassar,1060700000
Mitsubishi,Triton,2008,Manual,Diesel,219288.0,Silver,Medan,41100000
Toyota,Innova,2016,Manual,Bensin,98760.0,Hitam,Yogyakarta,117200000
Suzuki,Carry,2015,Manual,Diesel,65172.0,Biru,Yogyakarta,43600000
